04.4	Lysis of adhesions and decompression of cranial and peripheral nerves
04.41	Decompression of trigeminal nerve root
04.42	Other cranial nerve decompression
04.43	Release of carpal tunnel
04.44	Release of tarsal tunnel
04.49	Other peripheral nerve or ganglion decompression or lysis of adhesions
04.5	Cranial or peripheral nerve graft
04.6	Transposition of cranial and peripheral nerves
04.7	Other cranial or peripheral neuroplasty
04.71	Hypoglossal-facial anastomosis
04.72	Accessory-facial anastomosis
04.73	Accessory-hypoglossal anastomosis
04.74	Other anastomosis of cranial or peripheral nerve
04.75	Revision of previous repair of cranial and peripheral nerves
04.76	Repair of old traumatic injury of cranial and peripheral nerves
04.79	Other neuroplasty
04.8	Injection into peripheral nerve
04.80	Peripheral nerve injection, not otherwise specified
04.81	Injection of anesthetic into peripheral nerve for analgesia
04.89	Injection of other agent, except neurolytic
04.9	Other operations on cranial and peripheral nerves
04.91	Neurectasis
04.92	Implantation or replacement of peripheral neurostimulator lead(s)
04.93	Removal of peripheral neurostimulator lead(s)
04.99	Other
05	Operations on sympathetic nerves or ganglia
05.0	Division of sympathetic nerve or ganglion
05.1	Diagnostic procedures on sympathetic nerves or ganglia
05.11	Biopsy of sympathetic nerve or ganglion
05.19	Other diagnostic procedures on sympathetic nerves or ganglia
05.2	Sympathectomy
05.21	Sphenopalatine ganglionectomy
05.22	Cervical sympathectomy
05.23	Lumbar sympathectomy
05.24	Presacral sympathectomy
05.25	Periarterial sympathectomy
05.29	Other sympathectomy and ganglionectomy
05.3	Injection into sympathetic nerve or ganglion
05.31	Injection of anesthetic into sympathetic nerve for analgesia
05.32	Injection of neurolytic agent into sympathetic nerve
05.39	Other injection into sympathetic nerve or ganglion
05.8	Other operations on sympathetic nerves or ganglia
05.81	Repair of sympathetic nerve or ganglion
05.89	Other
05.9	Other operations on nervous system
06	Operations on thyroid and parathyroid glands
06.0	Incision of thyroid field
06.01	Aspiration of thyroid field
06.02	Reopening of wound of thyroid field
06.09	Other incision of thyroid field
06.1	Diagnostic procedures on thyroid and parathyroid glands
06.11	Closed [percutaneous] [needle] biopsy of thyroid gland
06.12	Open biopsy of thyroid gland
06.13	Biopsy of parathyroid gland
06.19	Other diagnostic procedures on thyroid and parathyroid glands
06.2	Unilateral thyroid lobectomy
06.3	Other partial thyroidectomy
06.31	Excision of lesion of thyroid
06.39	Other
06.4	Complete thyroidectomy
06.5	Substernal thyroidectomy
06.50	Substernal thyroidectomy, not otherwise specified
06.51	Partial substernal thyroidectomy
06.52	Complete substernal thyroidectomy
06.6	Excision of lingual thyroid
06.7	Excision of thyroglossal duct or tract
06.8	Parathyroidectomy
06.81	Complete parathyroidectomy
06.89	Other parathyroidectomy
06.9	Other operations on thyroid (region) and parathyroid
06.91	Division of thyroid isthmus
06.92	Ligation of thyroid vessels
06.93	Suture of thyroid gland
06.94	Thyroid tissue reimplantation
06.95	Parathyroid tissue reimplantation
06.98	Other operations on thyroid glands
06.99	Other operations on parathyroid glands
07	Operations on other endocrine glands
07.0	Exploration of adrenal field
07.00	Exploration of adrenal field, not otherwise specified
07.01	Unilateral exploration of adrenal field
07.02	Bilateral exploration of adrenal field
07.1	Diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus
07.11	Closed [percutaneous] [needle] biopsy of adrenal gland
07.12	Open biopsy of adrenal gland
07.13	Biopsy of pituitary gland, transfrontal approach
07.14	Biopsy of pituitary gland, transsphenoidal approach
07.15	Biopsy of pituitary gland, unspecified approach
07.16	Biopsy of thymus
07.17	Biopsy of pineal gland
07.19	Other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus
07.2	Partial adrenalectomy
07.21	Excision of lesion of adrenal gland
07.22	Unilateral adrenalectomy
07.29	Other partial adrenalectomy
07.3	Bilateral adrenalectomy
07.4	Other operations on adrenal glands, nerves, and vessels
07.41	Incision of adrenal gland
07.42	Division of nerves to adrenal glands
07.43	Ligation of adrenal vessels
07.44	Repair of adrenal gland
07.45	Reimplantation of adrenal tissue
07.49	Other
07.5	Operations on pineal gland
07.51	Exploration of pineal field
07.52	Incision of pineal gland
07.53	Partial excision of pineal gland
07.54	Total excision of pineal gland
07.59	Other operations on pineal gland
07.6	Hypophysectomy
07.61	Partial excision of pituitary gland, transfrontal approach
07.62	Partial excision of pituitary gland, transsphenoidal approach
07.63	Partial excision of pituitary gland, unspecified approach
07.64	Total excision of pituitary gland, transfrontal approach
07.65	Total excision of pituitary gland, transsphenoidal approach
07.68	Total excision of pituitary gland, other specified approach
07.69	Total excision of pituitary gland, unspecified approach
07.7	Other operations on hypophysis
07.71	Exploration of pituitary fossa
07.72	Incision of pituitary gland
07.79	Other
07.8	Thymectomy
07.80	Thymectomy, not otherwise specified
07.81	Other partial excision of thymus
07.82	Other total excision of thymus
07.9	Other operations on thymus
07.91	Exploration of thymus field
07.92	Other incision of thymus
07.93	Repair of thymus
07.94	Transplantation of thymus
07.95	Thoracoscopic incision of thymus
07.99	Other and unspecified operations on thymus
08	Operations on eyelids
08.0	Incision of eyelid
08.01	Incision of lid margin
08.02	Severing of blepharorrhaphy
08.09	Other incision of eyelid
08.1	Diagnostic procedures on eyelid
08.11	Biopsy of eyelid
08.19	Other diagnostic procedures on eyelid
08.2	Excision or destruction of lesion or tissue of eyelid
08.20	Removal of lesion of eyelid, not otherwise specified
08.21	Excision of chalazion
08.22	Excision of other minor lesion of eyelid
08.23	Excision of major lesion of eyelid, partial-thickness
08.24	Excision of major lesion of eyelid, full-thickness
08.25	Destruction of lesion of eyelid
08.3	Repair of blepharoptosis and lid retraction
08.31	Repair of blepharoptosis by frontalis muscle technique with suture
08.32	Repair of blepharoptosis by frontalis muscle technique with fascial sling
08.33	Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis
08.34	Repair of blepharoptosis by other levator muscle techniques
08.35	Repair of blepharoptosis by tarsal technique
08.36	Repair of blepharoptosis by other techniques
08.37	Reduction of overcorrection of ptosis
08.38	Correction of lid retraction
08.4	Repair of entropion or ectropion
08.41	Repair of entropion or ectropion by thermocauterization
08.42	Repair of entropion or ectropion by suture technique
08.43	Repair of entropion or ectropion with wedge resection
08.44	Repair of entropion or ectropion with lid reconstruction
08.49	Other repair of entropion or ectropion
08.5	Other adjustment of lid position
08.51	Canthotomy
08.52	Blepharorrhaphy
08.59	Other
08.6	Reconstruction of eyelid with flaps or grafts
08.61	Reconstruction of eyelid with skin flap or graft
08.62	Reconstruction of eyelid with mucous membrane flap or graft
08.63	Reconstruction of eyelid with hair follicle graft
08.64	Reconstruction of eyelid with tarsoconjunctival flap
08.69	Other reconstruction of eyelid with flaps or grafts
08.7	Other reconstruction of eyelid
08.70	Reconstruction of eyelid, not otherwise specified
08.71	Reconstruction of eyelid involving lid margin, partial-thickness
08.72	Other reconstruction of eyelid, partial-thickness
08.73	Reconstruction of eyelid involving lid margin, full-thickness
08.74	Other reconstruction of eyelid, full-thickness
08.8	Other repair of eyelid
08.81	Linear repair of laceration of eyelid or eyebrow
08.82	Repair of laceration involving lid margin, partial-thickness
08.83	Other repair of laceration of eyelid, partial-thickness
08.84	Repair of laceration involving lid margin, full-thickness
08.85	Other repair of laceration of eyelid, full-thickness
08.86	Lower eyelid rhytidectomy
08.87	Upper eyelid rhytidectomy
08.89	Other eyelid repair
08.9	Other operations on eyelids
08.91	Electrosurgical epilation of eyelid
08.92	Cryosurgical epilation of eyelid
08.93	Other epilation of eyelid
08.99	Other
09	Operations on lacrimal system
09.0	Incision of lacrimal gland
09.1	Diagnostic procedures on lacrimal system
09.11	Biopsy of lacrimal gland
09.12	Biopsy of lacrimal sac
09.19	Other diagnostic procedures on lacrimal system
09.2	Excision of lesion or tissue of lacrimal gland
09.20	Excision of lacrimal gland, not otherwise specified
09.21	Excision of lesion of lacrimal gland
09.22	Other partial dacryoadenectomy
09.23	Total dacryoadenectomy
09.3	Other operations on lacrimal gland
09.4	Manipulation of lacrimal passage
09.41	Probing of lacrimal punctum
09.42	Probing of lacrimal canaliculi
09.43	Probing of nasolacrimal duct
09.44	Intubation of nasolacrimal duct
09.49	Other manipulation of lacrimal passage
09.5	Incision of lacrimal sac and passages
09.51	Incision of lacrimal punctum
09.52	Incision of lacrimal canaliculi
09.53	Incision of lacrimal sac
09.59	Other incision of lacrimal passages
09.6	Excision of lacrimal sac and passage
09.7	Repair of canaliculus and punctum
09.71	Correction of everted punctum
09.72	Other repair of punctum
09.73	Repair of canaliculus
09.8	Fistulization of lacrimal tract to nasal cavity
09.81	Dacryocystorhinostomy [DCR]
09.82	Conjunctivocystorhinostomy
09.83	Conjunctivorhinostomy with insertion of tube or stent
09.9	Other operations on lacrimal system
09.91	Obliteration of lacrimal punctum
09.99	Other
10	Operations on conjunctiva
10.0	Removal of embedded foreign body from conjunctiva by incision
10.1	Other incision of conjunctiva
10.2	Diagnostic procedures on conjunctiva
10.21	Biopsy of conjunctiva
10.29	Other diagnostic procedures on conjunctiva
10.3	Excision or destruction of lesion or tissue of conjunctiva
10.31	Excision of lesion or tissue of conjunctiva
10.32	Destruction of lesion of conjunctiva
10.33	Other destructive procedures on conjunctiva
10.4	Conjunctivoplasty
10.41	Repair of symblepharon with free graft
10.42	Reconstruction of conjunctival cul-de-sac with free graft
10.43	Other reconstruction of conjunctival cul-de-sac
10.44	Other free graft to conjunctiva
10.49	Other conjunctivoplasty
10.5	Lysis of adhesions of conjunctiva and eyelid
10.6	Repair of laceration of conjunctiva
10.9	Other operations on conjunctiva
10.91	Subconjunctival injection
10.99	Other
11	Operations on cornea
11.0	Magnetic removal of embedded foreign body from cornea
11.1	Incision of cornea
11.2	Diagnostic procedures on cornea
11.21	Scraping of cornea for smear or culture
11.22	Biopsy of cornea
11.29	Other diagnostic procedures on cornea
11.3	Excision of pterygium
11.31	Transposition of pterygium
11.32	Excision of pterygium with corneal graft
11.39	Other excision of pterygium
11.4	Excision or destruction of tissue or other lesion of cornea
11.41	Mechanical removal of corneal epithelium
11.42	Thermocauterization of corneal lesion
11.43	Cryotherapy of corneal lesion
11.49	Other removal or destruction of corneal lesion
11.5	Repair of cornea
11.51	Suture of corneal laceration
11.52	Repair of postoperative wound dehiscence of cornea
11.53	Repair of corneal laceration or wound with conjunctival flap
11.59	Other repair of cornea
11.6	Corneal transplant
11.60	Corneal transplant, not otherwise specified
11.61	Lamellar keratoplasty with autograft
11.62	Other lamellar keratoplasty
11.63	Penetrating keratoplasty with autograft
11.64	Other penetrating keratoplasty
11.69	Other corneal transplant
11.7	Other reconstructive and refractive surgery on cornea
11.71	Keratomileusis
11.72	Keratophakia
11.73	Keratoprosthesis
11.74	Thermokeratoplasty
11.75	Radial keratotomy
11.76	Epikeratophakia
11.79	Other
11.9	Other operations on cornea
11.91	Tattooing of cornea
11.92	Removal of artificial implant from cornea
11.99	Other
12	Operations on iris, ciliary body, sclera, and anterior chamber
12.0	Removal of intraocular foreign body from anterior segment of eye
12.00	Removal of intraocular foreign body from anterior segment of eye, not otherwise specified
12.01	Removal of intraocular foreign body from anterior segment of eye with use of magnet
12.02	Removal of intraocular foreign body from anterior segment of eye without use of magnet
12.1	Iridotomy and simple iridectomy
12.11	Iridotomy with transfixion
12.12	Other iridotomy
12.13	Excision of prolapsed iris
12.14	Other iridectomy
12.2	Diagnostic procedures on iris, ciliary body, sclera, and anterior chamber
12.21	Diagnostic aspiration of anterior chamber of eye
12.22	Biopsy of iris
12.29	Other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber
12.3	Iridoplasty and coreoplasty
12.31	Lysis of goniosynechiae
12.32	Lysis of other anterior synechiae
12.33	Lysis of posterior synechiae
12.34	Lysis of corneovitreal adhesions
12.35	Coreoplasty
12.39	Other iridoplasty
12.4	Excision or destruction of lesion of iris and ciliary body
12.40	Removal of lesion of anterior segment of eye, not otherwise specified
12.41	Destruction of lesion of iris, nonexcisional
12.42	Excision of lesion of iris
12.43	Destruction of lesion of ciliary body, nonexcisional
12.44	Excision of lesion of ciliary body
12.5	Facilitation of intraocular circulation
12.51	Goniopuncture without goniotomy
12.52	Goniotomy without goniopuncture
12.53	Goniotomy with goniopuncture
12.54	Trabeculotomy ab externo
12.55	Cyclodialysis
12.59	Other facilitation of intraocular circulation
12.6	Scleral fistulization
12.61	Trephination of sclera with iridectomy
12.62	Thermocauterization of sclera with iridectomy
12.63	Iridencleisis and iridotasis
12.64	Trabeculectomy ab externo
12.65	Other scleral fistulization with iridectomy
12.66	Postoperative revision of scleral fistulization procedure
12.67	Insertion of aqueous drainage device
12.69	Other fistulizing procedure
12.7	Other procedures for relief of elevated intraocular pressure
12.71	Cyclodiathermy
12.72	Cyclocryotherapy
12.73	Cyclophotocoagulation
12.74	Diminution of ciliary body, not otherwise specified
12.79	Other glaucoma procedures
12.8	Operations on sclera
12.81	Suture of laceration of sclera
12.82	Repair of scleral fistula
12.83	Revision of operative wound of anterior segment, not elsewhere classified
12.84	Excision or destruction of lesion of sclera
12.85	Repair of scleral staphyloma with graft
12.86	Other repair of scleral staphyloma
12.87	Scleral reinforcement with graft
12.88	Other scleral reinforcement
12.89	Other operations on sclera
12.9	Other operations on iris, ciliary body, and anterior chamber
12.91	Therapeutic evacuation of anterior chamber
12.92	Injection into anterior chamber
12.93	Removal or destruction of epithelial downgrowth from anterior chamber
12.97	Other operations on iris
12.98	Other operations on ciliary body
12.99	Other operations on anterior chamber
13	Operations on lens
13.0	Removal of foreign body from lens
13.00	Removal of foreign body from lens, not otherwise specified
13.01	Removal of foreign body from lens with use of magnet
13.02	Removal of foreign body from lens without use of magnet
13.1	Intracapsular extraction of lens
13.11	Intracapsular extraction of lens by temporal inferior route
13.19	Other intracapsular extraction of lens
13.2	Extracapsular extraction of lens by linear extraction technique
13.3	Extracapsular extraction of lens by simple aspiration (and irrigation) technique
13.4	Extracapsular extraction of lens by fragmentation and aspiration technique
13.41	Phacoemulsification and aspiration of cataract
13.42	Mechanical phacofragmentation and aspiration of cataract by posterior route
13.43	Mechanical phacofragmentation and other aspiration of cataract
13.5	Other extracapsular extraction of lens
13.51	Extracapsular extraction of lens by temporal inferior route
13.59	Other extracapsular extraction of lens
13.6	Other cataract extraction
13.64	Discission of secondary membrane [after cataract]
13.65	Excision of secondary membrane [after cataract]
13.66	Mechanical fragmentation of secondary membrane [after cataract]
13.69	Other cataract extraction
13.7	Insertion of prosthetic lens [pseudophakos]
13.70	Insertion of pseudophakos, not otherwise specified
13.71	Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage
13.72	Secondary insertion of intraocular lens prosthesis
13.8	Removal of implanted lens
13.9	Other operations on lens
13.90	Operation on lens, Not Elsewhere Classified
13.91	Implantation of intraocular telescope prosthesis
14	Operations on retina, choroid, vitreous, and posterior chamber
14.0	Removal of foreign body from posterior segment of eye
14.00	Removal of foreign body from posterior segment of eye, not otherwise specified
14.01	Removal of foreign body from posterior segment of eye with use of magnet
14.02	Removal of foreign body from posterior segment of eye without use of magnet
14.1	Diagnostic procedures on retina, choroid, vitreous, and posterior chamber
14.11	Diagnostic aspiration of vitreous
14.19	Other diagnostic procedures on retina, choroid, vitreous, and posterior chamber
14.2	Destruction of lesion of retina and choroid
14.21	Destruction of chorioretinal lesion by diathermy
14.22	Destruction of chorioretinal lesion by cryotherapy
14.23	Destruction of chorioretinal lesion by xenon arc photocoagulation
14.24	Destruction of chorioretinal lesion by laser photocoagulation
14.25	Destruction of chorioretinal lesion by photocoagulation of unspecified type
14.26	Destruction of chorioretinal lesion by radiation therapy
14.27	Destruction of chorioretinal lesion by implantation of radiation source
14.29	Other destruction of chorioretinal lesion
14.3	Repair of retinal tear
14.31	Repair of retinal tear by diathermy
14.32	Repair of retinal tear by cryotherapy
14.33	Repair of retinal tear by xenon arc photocoagulation
14.34	Repair of retinal tear by laser photocoagulation
14.35	Repair of retinal tear by photocoagulation of unspecified type
14.39	Other repair of retinal tear
14.4	Repair of retinal detachment with scleral buckling and implant
14.41	Scleral buckling with implant
14.49	Other scleral buckling
14.5	Other repair of retinal detachment
14.51	Repair of retinal detachment with diathermy
14.52	Repair of retinal detachment with cryotherapy
14.53	Repair of retinal detachment with xenon arc photocoagulation
14.54	Repair of retinal detachment with laser photocoagulation
14.55	Repair of retinal detachment with photocoagulation of unspecified type
14.59	Other
14.6	Removal of surgically implanted material from posterior segment of eye
14.7	Operations on vitreous
14.71	Removal of vitreous, anterior approach
14.72	Other removal of vitreous
14.73	Mechanical vitrectomy by anterior approach
14.74	Other mechanical vitrectomy
14.75	Injection of vitreous substitute
14.79	Other operations on vitreous
14.9	Other operations on retina, choroid, and posterior chamber
15	Operations on extraocular muscles
15.0	Diagnostic procedures on extraocular muscles or tendons
15.01	Biopsy of extraocular muscle or tendon
15.09	Other diagnostic procedures on extraocular muscles and tendons
15.1	Operations on one extraocular muscle involving temporary detachment from globe
15.11	Recession of one extraocular muscle
15.12	Advancement of one extraocular muscle
15.13	Resection of one extraocular muscle
15.19	Other operations on one extraocular muscle involving temporary detachment from globe
15.2	Other operations on one extraocular muscle
15.21	Lengthening procedure on one extraocular muscle
15.22	Shortening procedure on one extraocular muscle
15.29	Other
15.3	Operations on two or more extraocular muscles involving temporary detachment from globe, one
15.4	Other operations on two or more extraocular muscles, one or both eyes
15.5	Transposition of extraocular muscles
15.6	Revision of extraocular muscle surgery
15.7	Repair of injury of extraocular muscle
15.9	Other operations on extraocular muscles and tendons
16	Operations on orbit and eyeball
16.0	Orbitotomy
16.01	Orbitotomy with bone flap
16.02	Orbitotomy with insertion of orbital implant
16.09	Other orbitotomy
16.1	Removal of penetrating foreign body from eye, not otherwise specified
16.2	Diagnostic procedures on orbit and eyeball
16.21	Ophthalmoscopy
16.22	Diagnostic aspiration of orbit
16.23	Biopsy of eyeball and orbit
16.29	Other diagnostic procedures on orbit and eyeball
16.3	Evisceration of eyeball
16.31	Removal of ocular contents with synchronous implant into scleral shell
16.39	Other evisceration of eyeball
16.4	Enucleation of eyeball
16.41	Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of
16.42	Enucleation of eyeball with other synchronous implant
16.49	Other enucleation of eyeball
16.5	Exenteration of orbital contents
16.51	Exenteration of orbit with removal of adjacent structures
16.52	Exenteration of orbit with therapeutic removal of orbital bone
16.59	Other exenteration of orbit
16.6	Secondary procedures after removal of eyeball
16.61	Secondary insertion of ocular implant
16.62	Revision and reinsertion of ocular implant
16.63	Revision of enucleation socket with graft
16.64	Other revision of enucleation socket
16.65	Secondary graft to exenteration cavity
16.66	Other revision of exenteration cavity
16.69	Other secondary procedures after removal of eyeball
16.7	Removal of ocular or orbital implant
16.71	Removal of ocular implant
16.72	Removal of orbital implant
16.8	Repair of injury of eyeball and orbit
16.81	Repair of wound of orbit
16.82	Repair of rupture of eyeball
16.89	Other repair of injury of eyeball or orbit
16.9	Other operations on orbit and eyeball
16.91	Retrobulbar injection of therapeutic agent
16.92	Excision of lesion of orbit
16.93	Excision of lesion of eye, unspecified structure
16.98	Other operations on orbit
16.99	Other operations on eyeball
17	Other miscellaneous procedures
17.1	Laparoscopic unilateral repair of inguinal hernia
17.11	Laparoscopic repair of direct inguinal hernia with graft or prosthesis
