00.5,Otros procedimientos cardiovasculares
00.50,Implantación de marcapasos de resincronización cardiaca sin mención de desfibrilación
00.51,Implantación de desfibrilador de resincronización cardiaca sistema total CRTD
00.52,Implantación o sustitución de electrodo dentro del sistema venoso coronario ventricular
00.53,Implantación o sustitución de marcapasos de resincronización cardiaca sólo generador de
00.54,Implantación o sustitución de desfibrilador de resincronización cardiaca sólo dispositivo
00.55,Inserción de stents liberadores de fármacos en otros vasos periféricos
00.56,Inserción o sustitución de sensor de presión implantable con electrodo para monitorización
00.57,Implantación o sustitución de dispositivo subcutáneo para monitorización hemodinámica
00.58,Inserción de un dispositivo de monitorización de la presión dentro del saco del aneurisma
00.59,Medición de presión intravascular de arterias coronarias
00.6,Procedimientos sobre vasos sanguíneos
00.60,Inserción de stents liberador de fármacos de arteria femoral superficial
00.61,Angioplastia percutánea de vasos precerebrales extracraneales
00.62,Angioplastia percutánea de vasos intracraneales
00.63,Inserción percutanea de stents de arteria carótida
00.64,Inserción percutánea de stents de otra arteria extracraneal
00.65,Inserción percutánea de stents vasculares intracraneales
00.66,Angioplastia coronaria transluminal percutánea ACTP
00.67,Medición de la presión intravascular de arterias intratorácicas
00.68,Medición de presión intravascular de arterias periféricas
00.69,Medición de la presión intravascular de otros vasos especificados y de los no especificados
00.7,Otros procedimientos sobre cadera
00.70,Revisión de sustitución de cadera componentes acetabular y femoral
00.71,Revisión de sustitución de cadera componente acetabular
00.72,Revisión de sustitución de cadera componente femoral
00.73,Revisión de sustitución de cadera sólo alineador acetabular yo cabeza femoral
00.74,Superficie de apoyo de cadera metal sobre polietileno
00.75,Superficie de apoyo de cadera metal sobre metal
00.76,Superficie de apoyo de cadera cerámica sobre cerámica
00.77,Superficie de apoyo de cadera cerámica sobre polietileno
00.8,Otros procedimientos de rodilla y cadera
00.80,Revisión de sustitución de rodilla total todos los componentes
00.81,Revisión de sustitución de rodilla componente tibial
00.82,Revisión de sustitución de rodilla componente femoral
00.83,Revisión de sustitución de rodilla componente rotuliano
00.84,Revisión de sustitución total de rodilla inserción alineador tibial
00.85,Recubrimiento total de cadera acetábulo y cabeza femoral
00.86,Recubrimiento parcial de cadera cabeza femoral
00.87,Recubrimiento parcial de cadera acetábulo
00.9,Otros procedimientos e intervenciones
00.91,Trasplante procedente de donante vivo emparentado
00.92,Trasplante procedente de donante vivo no emparentado
00.93,Trasplante procedente de cadáver
00.94,Monitorización neurofisiológica intraoperatoria
00.95,Inyección o infusión de glucarpidasa
1.,OPERACIONES SOBRE EL SISTEMA NERVIOSO 0105
01,Incisión y escisión de cráneo cerebro y meninges cerebrales
01.0,Punción craneal
01.01,Punción cisternal
01.02,Punción ventricular a través de catéter previamente implantado
01.09,Otra punción craneal
01.1,Procedimientos diagnósticos sobre cráneo cerebro y meninges cerebrales
01.10,Monitorización de la presión intracraneal
01.11,Biopsia cerrada percutánea aguja de meninges cerebrales
01.12,Biopsia abierta de meninges cerebrales
01.13,Biopsia cerrada percutánea aguja de cerebro
01.14,Biopsia abierta de cerebro
01.15,Biopsia de cráneo
01.16,Monitorización del oxígeno intracraneal
01.17,Monitorización de la temperatura cerebral
01.18,Otros procedimientos diagnósticos sobre cerebro y meninges cerebrales
01.19,Otros procedimientos diagnósticos sobre el cráneo
01.2,Craneotomía y craniectomía
01.20,Implantación o sustitución craneal de generador de pulsos de neuroestimulación craneal
01.21,Incisión y drenaje de seno craneal
01.22,Extracción de electrodos de neuroestimulador intracraneal
01.23,Reapertura de craneotomía
01.24,Otras craneotomías
01.25,Otras craniectomías
01.26,Inserción de catéteres en cavidad o tejido craneal
01.27,Retirada de catéteres de cavidad o tejido craneal
01.28,Colocación de catéteres intracerebrales a través de agujeros de trépano
01.29,Extracción de generador de pulsos de neuroestimulador craneal
01.3,Incisión de cerebro y meninges cerebrales
01.31,Incisión de meninges cerebrales
01.32,Lobotomía y tractotomía
01.39,Otras incisiones cerebrales
01.4,Operaciones sobre tálamo y globo pálido
01.41,Operaciones sobre tálamo
01.42,Operaciones sobre globo pálido
01.5,Otras escisiones o destrucciones de cerebro y meninges
01.51,Escisión de lesión o tejido de meninges cerebrales
01.52,Hemisferectomía
01.53,Lobectomía cerebral
01.59,Otras escisiones o destrucciones de lesión o tejido cerebral
01.6,Escisión de lesión craneal
02,Otras operaciones sobre cráneo cerebro y meninges cerebrales
02.0,Craneoplastia
02.01,Apertura de sutura craneal
02.02,Elevación de fragmentos de fractura de cráneo
02.03,Formación de pliegue de hueso craneal
02.04,Injerto óseo de cráneo
02.05,Colocación de placa craneal metálica acrílica
02.06,Otras osteoplastias craneales
02.07,Extracción de placa craneal
02.1,Reparación de meninges cerebrales
02.11,Sutura simple de duramadre cerebral
02.12,Otras reparaciones de meninges cerebrales
02.13,Ligadura de vaso meníngeo
02.14,Plexectomía coroidea
02.2,Ventriculostomía
02.21,Inserción o sustitución de drenaje ventricular externo DVE
02.22,Derivación o anastomosis ventricular intracraneal
02.3,Derivación ventricular extracraneal
02.31,Derivación ventricular a estructuras en cabeza y cuello
02.32,Derivación ventricular al aparato circulatorio
02.33,Derivación ventricular a la cavidad torácica
02.34,Derivación ventricular a la cavidad y órganos abdominales
02.35,Derivación ventricular al aparato urinario
02.39,Derivación ventricular a localización extracraneal NCOC
02.4,Revisión extracción e irrigación de derivación ventricular
02.41,Irrigación y exploración de derivación ventricular
02.42,Sustitución de derivación ventricular
02.43,Extracción de derivación ventricular
02.9,Otras operaciones sobre cráneo cerebro y meninges cerebrales
02.91,Lisis de adherencias corticales
02.92,Reparación cerebral
02.93,Implantación o sustitución de electrodos de neuroestimulador intracraneal
02.94,Colocación o sustitución de compás o de halo craneal
02.95,Extracción de compás o de halo craneal
02.96,Inserción de electrodo esfenoidal
02.99,Otra
03,Operaciones sobre médula espinal y estructuras del conducto espinal
03.0,Exploración y descompresión de estructuras del conducto espinal
03.01,Extracción de cuerpo extraño del conducto espinal
03.02,Reapertura de sitio de laminectomía
03.09,Otra exploración y descompresión del conducto espinal
03.1,División de raíz de nervio intraespinal
03.2,Cordotomía
03.21,Cordotomía percutánea
03.29,Otra cordotomía
03.3,Procedimientos diagnósticos sobre la médula espinal y estructuras del conducto espinal
03.31,Punción espinal
03.32,Biopsia de médula espinal o meninges espinales
03.39,Otros procedimientos diagnósticos sobre la médula espinal y estructuras del conducto
03.4,Escisión o destrucción de lesión de la médula espinal o de meninges espinales
03.5,Operaciones plásticas sobre estructuras de la médula espinal
03.51,Reparación de meningocele espinal
03.52,Reparación de mielomeningocele espinal
03.53,Reparación de fractura vertebral
03.59,Otras reparaciones y operaciones plásticas sobre estructuras del conducto espinal
03.6,Lisis de adherencias de médula espinal y raíces de nervios espinales
03.7,Derivación de teca espinal
03.71,Derivación subaracnoideoperitoneal espinal
03.72,Derivación subaracnoideoureteral espinal
03.79,Otra derivación de teca espinal
03.8,Inyección de agente destructivo en el conducto espinal
03.9,Otras operaciones sobre la médula espinal y estructuras del conducto espinal
03.90,Inserción de catéter en conducto espinal para infusión de sustancias terapéuticas o
03.91,Inyección de anestésico en el conducto espinal para analgesia
03.92,Inyección de otro agente en canal espinal
03.93,Colocación o sustitución de electrodos de neuroestimulador medular
03.94,Extracción de electrodos de neuroestimulador medular
03.95,Parche hemático espinal
03.96,Denervación percutánea de faceta
03.97,Revisión de derivación de teca espinal
03.98,Extracción de derivación de teca espinal
03.99,Otras
04,Operaciones sobre nervios craneales y periféricos
04.0,Incisión división y escisión de nervios craneales y periféricos
04.01,Escisión de neuroma acústico
04.02,Sección de nervio trigémino
04.03,Sección o aplastamiento de otros nervios craneales y periféricos
04.04,Otras incisiones de nervios craneales y periféricos
04.05,Ganglionectomía de Gasser
04.06,Otras ganglionectomías craneales o periféricas
04.07,Otras escisiones o avulsiones de nervios craneales y periféricos
04.1,Procedimientos diagnósticos sobre sistema nervioso periférico
04.11,Biopsia percutánea aguja de nervio o ganglio craneal o simpático
04.12,Biopsia abierta de nervio o ganglio craneal o periférico
04.19,Otros procedimientos diagnósticos sobre nervios y ganglios craneales y periféricos
04.2,Destrucción de nervios craneales y periféricos
04.3,Sutura de nervios craneales y periféricos
04.4,Lisis de adherencias y descompresión de nervios craneales y periféricos
04.41,Descompresión de raíz de nervio trigémino
04.42,Descompresión de otro nervio craneal
04.43,Liberación de túnel carpiano
04.44,Liberación de túnel tarsiano
04.49,Otra descompresión o lisis de adherencia de nervio o ganglio periférico
04.5,Injerto de nervio craneal o periférico
04.6,Transposición de nervios craneales y periféricos
04.7,Otra neuroplastia craneal o periférica
04.71,Anastomosis hipoglosofacial
04.72,Anastomosis accesoriofacial
04.73,Anastomosis accesoriohipogloso
04.74,Otra anastomosis de nervio craneal o periférico
04.75,Revisión de reparación anterior de nervios craneales y periféricos
04.76,Reparación de herida traumática antigua de cráneo y nervios periféricos
04.79,Otras neuroplastias
04.8,Inyección dentro de nervio periférico
04.80,Inyección de nervio periférico no especificada de otra manera
04.81,Inyección de anestesia dentro de nervio periférico con fines analgésicos
04.89,Inyección de otro agente excepto neurolítico
04.9,Otras operaciones sobre nervios craneales y periféricos
04.91,Neurectasia
04.92,Colocación o sustitución de electrodos de neuroestimulador periférico
04.93,Extracción de electrodos de neuroestimulador periférico
04.99,Otras
05,Operaciones sobre nervios o ganglios simpáticos
05.0,División de nervio o ganglio simpático
05.1,Procedimientos diagnósticos sobre nervios o ganglios simpáticos
05.11,Biopsia de nervio o ganglio simpático
05.19,Otros procedimientos diagnósticos sobre nervios o ganglios simpáticos
05.2,Simpatectomía
05.21,Ganglionectomía esfenopalatina
05.22,Simpatectomía cervical
05.23,Simpatectomía lumbar
05.24,Simpatectomía presacra
05.25,Simpatectomía periarterial
05.29,Otras simpatectomías y ganglionectomías
05.3,Inyección en nervio o ganglio simpático
05.31,Inyección de anestésico en nervio simpático con fines analgésicos
05.32,Inyección de agente neurolítico en nervio simpático
05.39,Otra inyección en nervio o ganglio simpático
05.8,Otras operaciones sobre nervios o ganglios simpáticos
05.81,Reparación de nervio o ganglio simpático
05.89,Otras
05.9,Otras operaciones sobre el sistema nervioso
2.,OPERACIONES SOBRE EL SISTEMA ENDOCRINO 0607
06,Operaciones de las glándulas tiroides y paratiroides
06.0,Incisión sobre el área tiroidea
06.01,Aspiración del área tiroidea
06.02,Reapertura de herida de área tiroidea
06.09,Otra incisión del área tiroidea
06.1,Procedimientos diagnósticos sobre glándulas paratiroideas y tiroides
06.11,Biopsia percutánea aguja de glándula tiroides
06.12,Otra biopsia de glándula tiroides
06.13,Biopsia de glándula paratiroides
06.19,Otros procedimientos diagnósticos sobre glándulas tiroides y paratiroides
06.2,Lobectomía tiroidea unilateral
06.3,Otra tiroidectomía parcial
06.31,Extirpación de lesión de tiroides
06.39,Otra
06.4,Tiroidectomía total
06.5,Tiroidectomía retroesternal
06.50,Tiroidectomía retroesternal no especificada de otra manera
06.51,Tiroidectomía retroesternal parcial
06.52,Tiroidectomía retroesternal total
06.6,Extirpación de tiroides lingual
06.7,Extirpación de conducto tirogloso
06.8,Paratiroidectomía
06.81,Paratiroidectomía total
06.89,Otra paratiroidectomía
06.9,Otras operaciones sobre tiroides región y paratiroides
06.91,División del istmo tiroideo
06.92,Ligadura de vasos tiroideos
06.93,Sutura de glándula tiroides
06.94,Reimplantación de tejidos tiroideos
06.95,Reimplantación de tejido paratiroideo
06.98,Otras operaciones sobre glándula tiroides
06.99,Otras operaciones sobre glándulas paratiroides
07,Operaciones sobre otras glándulas endocrinas
07.0,Exploración del área suprarrenal
07.00,Exploración del área suprarrenal no especificada de otra manera
07.01,Exploración unilateral del área suprarrenal
07.02,Exploración bilateral del área suprarrenal
07.1,Procedimientos diagnósticos sobre glándulas suprarrenales hipófisis glándula pineal y timo
07.11,Biopsia percutánea aguja de glándula suprarrenal
07.12,Otra biopsia de glándula suprarrenal
07.13,Biopsia de hipófisis acceso transfrontal
07.14,Biopsia de hipófisis acceso transesfenoidal
07.15,Biopsia de hipófisis acceso no especificado
07.16,Biopsia de timo
07.17,Biopsia de glándula pineal
07.19,Otros procedimientos diagnósticos sobre glándulas suprarrenales hipófisis glándula pineal
07.2,Suprarrenalectomía parcial
07.21,Escisión de lesión de glándula suprarrenal
07.22,Suprarrenalectomía unilateral
07.29,Otra suprarrenalectomía parcial
07.3,Suprarrenalectomía bilateral
07.4,Otras operaciones sobre glándulas nervios y vasos suprarrenales
07.41,Incisión de glándula suprarrenal
07.42,División de nervios aferentes con glándulas suprarrenales
07.43,Ligadura de vasos suprarrenales
07.44,Reparación de glándula suprarrenal
07.45,Reimplantación de tejido suprarrenal
07.49,Otra
07.5,Operaciones sobre glándula pineal
07.51,Exploración del área pineal
07.52,Incisión de glándula pineal
07.53,Escisión parcial de glándula pineal
07.54,Escisión total de glándula pineal
07.59,Otras operaciones sobre glándula pineal
07.6,Hipofisectomía
07.61,Escisión parcial de hipófisis acceso transfrontal
07.62,Escisión parcial de hipófisis acceso transesfenoidal
07.63,Escisión parcial de hipófisis acceso no especificado
07.64,Escisión total de hipófisis acceso transfrontal
07.65,Escisión total de hipófisis acceso transesfenoidal
07.68,Escisión total de hipófisis otro acceso especificado
07.69,Escisión total de hipófisis acceso no especificado
07.7,Otras operaciones sobre hipófisis
07.71,Exploración de fosa pituitaria
07.72,Incisión de hipófisis
07.79,Otra
07.8,Timectomía
07.80,Timectomía no especificada de otra manera
07.81,Otra extirpación parcial de timo
07.82,Otra extirpación total de timo
07.83,Extirpación parcial de timo toracoscópica
07.84,Extirpación total de timo toracoscópica
07.9,Otras operaciones sobre el timo
07.91,Exploración del área tímica
07.92,Otra incisión de timo
07.93,Reparación de timo
07.94,Trasplante de timo
07.95,Incisión toracoscópica de timo
07.98,Otras operaciones toracoscópicas de timo y las no especificadas
07.99,Otras operaciones de timo y las no especificadas
3.,OPERACIONES SOBRE EL OJO 0816
08,Operaciones sobre párpados
08.0,Incisión de párpado
08.01,Incisión del reborde del párpado
08.02,Seccionado de blefarorrafia
08.09,Otra incisión de párpado
08.1,Procedimientos diagnósticos sobre párpado
08.11,Biopsia de párpado
08.19,Otros procedimientos diagnósticos sobre párpado
08.2,Escisión o destrucción de lesión o tejido de párpado
08.20,Eliminación de lesión de párpado no especificada de otra manera
08.21,Escisión de chalación
08.22,Escisión de otra lesión menor de párpado
08.23,Escisión de lesión importante de párpado espesor parcial
08.24,Escisión de lesión importante de párpado espesor total
08.25,Destrucción de lesión de párpado
08.3,Reparación de blefaroptosis y retracción del párpado
08.31,Reparación de blefaroptosis por técnica del músculo frontal con sutura
08.32,Reparación de blefaroptosis por técnica del músculo frontal con suspensión facial
08.33,Reparación de blefaroptosis por resección o avance de músculo elevador o aponeurosis
08.34,Reparación de blefaroptosis por otras técnicas del músculo elevador
08.35,Reparación de blefaroptosis por otra técnica tarsiana
08.36,Reparación de blefaroptosis por otras técnicas
08.37,Reducción de corrección excesiva de ptosis
08.38,Corrección de retracción del párpado
08.4,Reparación de entropión o ectropión
08.41,Reparación de entropión o ectropión por termocauterización
08.42,Reparación de entropión o ectropión por técnica de sutura
08.43,Reparación de entropión o ectropión con resección en cuña
08.44,Reparación de entropión o ectropión con reconstrucción de párpado
08.49,Otra reparación de entropión o ectropión
08.5,Otro ajuste de posición del párpado
08.51,Cantotomía
08.52,Blefarorrafia
08.59,Otro
08.6,Reconstrucción de párpado con colgajo o injerto de piel
08.61,Reconstrucción de párpado con colgajo o injerto de piel
08.62,Reconstrucción de párpado con colgajo o injerto de membrana mucosa
08.63,Reconstrucción de párpado con injerto de folículo piloso
08.64,Reconstrucción de párpado con colgajo tarsoconjuntival
08.69,Otra reconstrucción de párpado con colgajos o injertos
08.7,Otra reconstrucción de párpado
08.70,Reconstrucción de párpado NEOM
08.71,Reconstrucción de párpado con implicación de reborde de párpado grosor parcial
08.72,Otra reconstrucción de párpado grosor parcial
08.73,Reconstrucción de párpado con implicación de reborde de párpado grosor total
08.74,Otra reconstrucción de párpado grosor total
08.8,Otra reparación de párpado
08.81,Reparación lineal de laceración de párpado o ceja
08.82,Reparación de laceración con afectación de reborde del párpado grosor parcial
08.83,Otra reparación de laceración de párpado grosor parcial
08.84,Reparación de laceración con afectación de reborde del párpado grosor total
08.85,Otra reparación de laceración de párpado grosor total
08.86,Ritidectomía de párpado inferior
08.87,Ritidectomía de párpado superior
08.89,Otra reparación de párpado
08.9,Otras operaciones sobre párpados
08.91,Epilación electroquirúrgica de párpado
08.92,Epilación crioquirúrgica de párpado
08.93,Otra epilación de párpado
08.99,Otra
09,Operaciones sobre aparato lagrimal
09.0,Incisión de glándula lagrimal
09.1,Procedimientos diagnósticos sobre aparato lagrimal
09.11,Biopsia de glándula lagrimal
09.12,Biopsia de saco lagrimal
09.19,Otros procedimientos diagnósticos sobre aparato lagrimal
09.2,Escisión de lesión o tejido de glándula lagrimal
09.20,Escisión de glándula lagrimal no especificada de otra manera
09.21,Escisión de lesión de glándula lagrimal
09.22,Otra dacriadenectomía parcial
09.23,Dacriadenectomía total
09.3,Otras operaciones sobre glándula lagrimal
09.4,Manipulación del conducto lagrimal
09.41,Sondaje del punto lagrimal
09.42,Sondaje de canalículos lagrimales
09.43,Exploración de conducto nasolagrimal
09.44,Intubación de conducto nasolagrimal
09.49,Otra manipulación de conducto lagrimal
09.5,Incisión de saco y conductos lagrimales
09.51,Incisión de punto lagrimal
09.52,Incisión de canalículos lagrimales
09.53,Incisión de saco lagrimal
09.59,Otra incisión de conductos lagrimales
09.6,Escisión de saco y conducto lagrimal
09.7,Reparación de canalículo y punto
09.71,Corrección de punto evertido
09.72,Otra reparación de punto
09.73,Reparación de canalículos
09.8,Fistulización de tracto lagrimal hasta la cavidad nasal
09.81,Dacriocistorrinostomía DCR
09.82,Conjuntivocistorrinostomía
09.83,Conjuntivorrinostomía con inserción de tubo o varilla
09.9,Otras operaciones sobre el aparato lagrimal
09.91,Obliteración del punto lagrimal
09.99,Otra
10,Operaciones sobre la conjuntiva
10.0,Extracción de la conjuntiva de un cuerpo extraño incrustado mediante incisión
10.1,Otra incisión de conjuntiva
10.2,Procedimientos diagnósticos sobre conjuntiva
10.21,Biopsia de conjuntiva
10.29,Otros procedimientos diagnósticos sobre conjuntiva
10.3,Escisión o destrucción de lesión o tejido de conjuntiva
10.31,Escisión de lesión o tejido de conjuntiva
10.32,Destrucción de lesión de conjuntiva
10.33,Otros procedimientos destructivos sobre conjuntiva
10.4,Conjuntivoplastia
10.41,Reparación de simbléfaron con injerto libre
10.42,Reconstrucción de fondo de saco conjuntival con injerto libre
10.43,Otra reconstrucción de fondo de saco conjuntival
10.44,Otro injerto libre a la conjuntiva
10.49,Otra conjuntivoplastia
10.5,Lisis de adherencias de conjuntiva y párpado
10.6,Reparación de laceración de conjuntiva
10.9,Otras operaciones sobre conjuntiva
10.91,Inyección subconjuntival
10.99,Otra
11,Operaciones sobre córnea
11.0,Extracción por imán de cuerpo extraño incrustado en córnea
11.1,Incisión de córnea
11.2,Procedimientos diagnósticos sobre córnea
11.21,Raspado de córnea para frotis o cultivo
11.22,Biopsia de córnea
11.29,Otros procedimientos diagnósticos sobre córnea
11.3,Escisión de pterigión
11.31,Transposición de pterigión
11.32,Escisión de pterigión con injerto corneal
11.39,Otra escisión de pterigión
11.4,Escisión o destrucción de tejido u otra lesión de córnea
11.41,Extirpación mecánica del epitelio corneal
11.42,Termocauterización de lesión corneal
11.43,Crioterapia de lesión corneal
11.49,Otra extirpación o destrucción de lesión corneal
11.5,Reparación de córnea
11.51,Sutura de laceración corneal
11.52,Reparación de dehiscencia de herida posoperatoria de córnea
11.53,Reparación de laceración o herida corneal con colgajo conjuntival
11.59,Otra reparación de córnea
11.6,Trasplante de córnea
11.60,Trasplante de cornea no especificado de otra manera
11.61,Queratoplastia lamelar con autoinjerto
11.62,Otra queratoplastia lamelar
11.63,Queratoplastia penetrante con autoinjerto
11.64,Otra queratoplastia penetrante
11.69,Otro trasplante corneal
11.7,Otra cirugía reconstructiva y refractiva sobre córnea
11.71,Queratomileusis
11.72,Queratofaquia
11.73,Queratoprótesis
11.74,Termoqueratoplastia
11.75,Queratotomía radial
11.76,Epiqueratofaquia
11.79,Otra
11.9,Otras operaciones sobre córnea
11.91,Tatuaje de córnea
11.92,Eliminación de implante artificial de la córnea
11.99,Otra
12,Operaciones sobre iris cuerpo ciliar esclerótica y cámara anterior
12.0,Extracción de cuerpo extraño intraocular segmento anterior del ojo
12.00,Extracción de cuerpo extraño intraocular del segmento anterior del ojo no especificada de
12.01,Extracción de cuerpo extraño intraocular del segmento anterior del ojo con empleo de imán
12.02,Extracción de cuerpo extraño del segmento anterior del ojo sin empleo de imán
12.1,Iridotomía e iridectomía simple
12.11,Iridotomía con transfixión
12.12,Otra iridotomía
12.13,Escisión de iris prolapsado
12.14,Otra iridectomía
12.2,Procedimientos diagnósticos sobre iris cuerpo ciliar esclerótica y cámara anterior
12.21,Aspiración diagnóstica de la cámara anterior del ojo
12.22,Biopsia de iris
12.29,Otros procedimientos diagnósticos sobre iris cuerpo ciliar esclerótica y cámara anterior
12.3,Iridoplastia y coreoplastia
12.31,Lisis de goniosinequias
12.32,Lisis de otras sinequias anteriores
12.33,Lisis de sinequias posteriores
12.34,Lisis de adherencias corneovítreas
12.35,Coreoplastia
12.39,Otra iridoplastia
12.4,Escisión o destrucción de lesión de iris y cuerpo ciliar
12.40,Extirpación de lesión del segmento anterior del ojo no especificada de otra manera
12.41,Destrucción de lesión de iris no por escisión
12.42,Escisión de lesión de iris
12.43,Destrucción de lesión del cuerpo ciliar no por escisión
12.44,Escisión de lesión de cuerpo ciliar
12.5,Facilitación de la circulación intraocular
12.51,Goniopuntura sin goniotomía
12.52,Goniotomía sin goniopuntura
12.53,Goniotomía con goniopuntura
12.54,Trabeculotomía desde el exterior
12.55,Ciclodiálisis
12.59,Otra facilitación de la circulación intraocular
12.6,Fistulización escleral
12.61,Trepanación de esclerótica con iridectomía
12.62,Termocauterización de esclerótica con iridectomía
12.63,Iridencleisis e iridotasis
12.64,Trabeculectomía desde el exterior
12.65,Otra fistulización escleral con iridectomía
12.66,Revisión posoperatoria de procedimiento de fistulización escleral
12.67,Inserción de dispositivo de drenaje de humor acuoso
12.69,Otro procedimiento de fistulización
12.7,Otros procedimientos para alivio de presión intraocular elevada
12.71,Ciclodiatermia
12.72,Ciclocrioterapia
12.73,Ciclofotocoagulación
12.74,Disminución del cuerpo ciliar no especificada de otra manera
12.79,Otros procedimientos para glaucoma
12.8,Operaciones sobre esclerótica
12.81,Sutura de laceración de esclerótica
12.82,Reparación de fístula escleral
12.83,Revisión de herida operatoria de segmento anterior no clasificada bajo otro concepto
12.84,Escisión o destrucción de lesión de esclerótica
12.85,Reparación de estafiloma escleral con injerto
12.86,Otra reparación de estafiloma escleral
12.87,Refuerzo escleral con injerto
12.88,Otro refuerzo escleral
12.89,Otras operaciones sobre esclerótica
12.9,Otras operaciones sobre iris cuerpo ciliar y cámara anterior
12.91,Evacuación terapéutica de la cámara anterior
12.92,Inyección en cámara anterior
12.93,Extirpación o destrucción de excrecencia descendente epitelial de la cámara anterior
12.97,Otras operaciones sobre el iris
12.98,Otras operaciones sobre el cuerpo ciliar
12.99,Otras operaciones sobre la cámara anterior
13,Operaciones sobre el cristalino
13.0,Extracción de cuerpo extraño de cristalino
13.00,Extracción de cuerpo extraño del cristalino no especificada de otra manera
13.01,Extracción de cuerpo extraño del cristalino con empleo de imán
13.02,Extracción de cuerpo extraño del cristalino sin empleo de imán
13.1,Extracción intracapsular de cristalino
13.11,Extracción intracapsular de cristalino por la ruta temporal inferior
13.19,Otra extracción intracapsular de cristalino
13.2,Extracción extracapsular de cristalino mediante técnica de extracción lineal
13.3,Extracción extracapsular de cristalino mediante técnica de aspiración e irrigación simple
13.4,Extracción extracapsular de cristalino mediante técnica de fragmentación y aspiración
13.41,Facoemulsificación y aspiración de catarata
13.42,Facofragmentación mecánica y aspiración de catarata por ruta posterior
13.43,Facofragmentación mecánica y otra aspiración de catarata
13.5,Otra extracción extracapsular de cristalino
13.51,Extracción extracapsular de cristalino por la ruta temporal inferior
13.59,Otra extracción extracapsular de cristalino
13.6,Otra extracción de catarata
13.64,Disección de membrana secundaria después de catarata
13.65,Escisión de membrana secundaria después de catarata
13.66,Fragmentación mecánica de membrana secundaria después de catarata
13.69,Otra extracción de catarata
13.7,Inserción de cristalino protésico seudocristalino
13.70,Inserción de pseudocristalino no especificada de otra manera
13.71,Inserción de prótesis de cristalino intraocular en el momento de la extracción de la catarata
13.72,Inserción secundaria de prótesis de cristalino intraocular
13.8,Extracción de cristalino implantado
13.9,Otras operaciones sobre cristalino
13.90,Operación sobre cristalino no clasificada bajo otro concepto
13.91,Implantación de prótesis telescópica intraocular
14,Operaciones sobre retina coroides cuerpo vítreo y cámara posterior
14.0,Extracción de cuerpo extraño del segmento posterior del ojo
14.00,Extracción de cuerpo extraño del segmento posterior del ojo no especificada de otra
14.01,Extracción de cuerpo extraño del segmento posterior del ojo con empleo de imán
14.02,Extracción de cuerpo extraño del segmento posterior del ojo sin empleo de imán
14.1,Procedimientos diagnósticos sobre retina coroides cuerpo vítreo y cámara posterior
14.11,Aspiración diagnóstica de cuerpo vítreo
14.19,Otros procedimientos diagnósticos sobre retina coroides cuerpo vítreo y cámara posterior
14.2,Destrucción de lesión de retina y coroides
14.21,Destrucción de lesión coriorretiniana por diatermia
14.22,Destrucción de lesión coriorretiniana por crioterapia
14.23,Destrucción de lesión coriorretiniana por fotocoagulación con arco de xenon
14.24,Destrucción de lesión coriorretiniana por fotocoagulación con láser
14.25,Destrucción de lesión coriorretiniana por fotocoagulación de tipo no especificado
14.26,Destrucción de lesión coriorretiniana por radioterapia
14.27,Destrucción de lesión coriorretiniana por implantación de fuente de radiación
